CustomerID,ProductID,Quantity
21,65185,1
21,91712,1
21,120942,1
21,225202,1
21,357632,1
21,404369,2
21,420277,1
21,427875,1
21,428502,1
21,428837,1
21,428842,1
21,428851,1
21,428861,1
76,236311,1
76,321043,1
76,321049,1
76,334300,1
76,334301,1
76,334316,1
76,334325,1
76,334447,1
76,334449,1
76,345489,1
76,402184,1
135,242861,1
135,242873,1
135,266565,1
135,266572,1
135,302710,1
135,308657,1
135,321079,1
135,406085,1
135,406087,1
140,75119,1
140,410733,1
358,23301,1
358,25609,1
358,65268,1
358,126249,1
358,146762,1
358,212574,1
358,276395,1
358,359762,1
358,387073,1
358,436182,1
363,343491,1
363,412821,1
363,428964,1
363,429688,1
363,431204,1
363,433161,1
363,433169,1
363,433174,1
363,433355,1
363,433361,1
390,275522,1
390,422832,1
390,422840,1
476,183944,1
476,212721,1
476,245744,1
476,289982,1
476,335629,1
476,358685,1
476,413194,1
476,417640,1
476,420323,1
476,421047,1
476,422248,1
476,431226,1
476,431290,1
476,432933,1
480,10898,1
480,39920,1
480,336703,1
480,406325,1
522,275900,1
522,308797,1
535,141944,1
535,244912,1
535,250616,1
535,315243,1
535,321037,1
535,321088,1
535,321129,1
535,370472,1
535,371878,1
535,429729,1
535,429791,1
543,415679,1
543,424171,1
543,424174,1
543,429488,1
543,431333,1
556,275530,1
556,390941,1
556,425574,1
566,274431,1
566,334325,1
566,334441,1
566,334472,1
598,73780,1
598,83750,2
598,229524,1
598,390948,4
598,394731,1
598,414017,1
598,425576,2
599,222277,1
599,237612,1
599,369350,1
599,369353,1
603,191155,1
603,191160,1
603,282290,1
603,343713,1
604,425565,1
604,425566,1
614,11137,1
614,394751,1
740,251549,1
740,331410,1
740,362254,1
747,107188,1
747,427403,1
759,331202,1
759,408033,1
759,432713,1
759,433055,1
792,402838,1
794,277720,1
794,315018,1
794,368522,1
806,308679,1
806,429261,1
806,429814,1
816,380813,1
816,427942,1
816,433628,1
856,303152,1
856,415824,1
856,427797,1
856,428720,1
866,432126,1
967,187739,1
967,422558,1
967,431019,1
967,435777,1
1001,33931,1
1001,70974,1
1001,126186,1
1001,127041,1
1001,149128,1
1001,167269,1
1001,261316,1
1001,267393,1
1001,290908,1
1001,294204,1
1001,308811,1
1001,308816,1
1001,349753,1
1001,357326,1
1001,375299,1
1001,387167,1
1001,387171,1
1001,428148,1
1001,428719,1
1001,435435,1
1024,363129,1
1024,363131,1
1024,363139,1
1024,418418,1
1030,90172,1
1030,90195,1
1030,251271,1
1030,266570,1
1030,296145,1
1030,308662,1
1030,338064,1
1030,355874,1
1030,387131,1
1031,343474,2
1031,343485,2
1031,343489,2
1031,343503,2
1031,412327,2
1031,412345,2
1031,428478,2
1031,428485,2
1031,431381,2
1037,169712,1
1037,421090,1
1037,421093,1
1037,421098,1
1037,421111,1
1080,251639,1
1080,343488,1
1080,343496,1
1080,428722,1
1088,227997,1
1088,428713,1
1111,29775,1
1111,33932,1
1111,39809,1
1111,60040,1
1111,68317,1
1111,72372,2
1111,75370,1
1111,75409,1
1111,77698,1
1111,88252,2
1111,97951,2
1111,101998,1
1111,109124,1
1111,138498,1
1111,151262,1
1111,156592,1
1111,169179,1
1111,175533,1
1111,184127,1
1111,184706,1
1111,185954,1
1111,190192,1
1111,196730,1
1111,200886,1
1111,200975,1
1111,201400,1
1111,201425,1
1111,206961,1
1111,210583,1
1111,210787,1
1111,211875,1
1111,213601,1
1111,219236,1
1111,219650,1
1111,220178,1
1111,220234,1
1111,220495,1
1111,224589,1
1111,224680,1
1111,224942,1
1111,224947,1
1111,225126,1
1111,230765,1
1111,231310,3
1111,231688,1
1111,233931,1
1111,237837,1
1111,237839,1
1111,238524,1
1111,238527,1
1111,241022,1
1111,241365,1
1111,242862,1
1111,242867,1
1111,242871,1
1111,242877,1
1111,245764,1
1111,245768,1
1111,249497,1
1111,250376,1
1111,251562,1
1111,251610,1
1111,253579,1
1111,257321,2
1111,258153,1
1111,259611,1
1111,259713,1
1111,259715,1
1111,262269,1
1111,262271,1
1111,264599,1
1111,268236,1
1111,274891,1
1111,275514,1
1111,275541,1
1111,275542,1
1111,275812,1
1111,275903,1
1111,275941,1
1111,276026,1
1111,276140,1
1111,277785,1
1111,277790,1
1111,278743,1
1111,282779,1
1111,283717,1
1111,283752,2
1111,285006,1
1111,286254,1
1111,286289,1
1111,286340,1
1111,286991,2
1111,287037,1
1111,290855,1
1111,291073,1
1111,294091,1
1111,294666,1
1111,295330,1
1111,296141,1
1111,297587,1
1111,297726,1
1111,298262,1
1111,298275,1
1111,298402,1
1111,303155,1
1111,305993,1
1111,312651,1
1111,313084,1
1111,313130,1
1111,315872,1
1111,318482,2
1111,318534,1
1111,321088,1
1111,321099,1
1111,325646,3
1111,330818,1
1111,332306,1
1111,332335,1
1111,332492,1
1111,332638,1
1111,332639,1
1111,332648,1
1111,334167,1
1111,334315,1
1111,334335,1
1111,334378,1
1111,338093,1
1111,338694,1
1111,345486,1
1111,347169,1
1111,347171,1
1111,349008,1
1111,350065,1
1111,351990,1
1111,353249,1
1111,359015,2
1111,359762,1
1111,360492,1
1111,362849,1
1111,363468,1
1111,364475,1
1111,367142,1
1111,371759,1
1111,371765,1
1111,377032,1
1111,378801,1
1111,379142,1
1111,379429,1
1111,380397,1
1111,380824,1
1111,383311,1
1111,385853,1
1111,385871,1
1111,385907,1
1111,386774,1
1111,387038,1
1111,387060,1
1111,387813,1
1111,390134,1
1111,391275,1
1111,392834,1
1111,397020,1
1111,398426,1
1111,398574,1
1111,398585,3
1111,398660,1
1111,399808,3
1111,399810,1
1111,400280,1
1111,401512,1
1111,402916,1
1111,403420,2
1111,404690,1
1111,404906,1
1111,404955,1
1111,405188,1
1111,409336,1
1111,409548,1
1111,409550,1
1111,409558,1
1111,409572,1
1111,409578,1
1111,409781,1
1111,409782,1
1111,409785,1
1111,411439,1
1111,411636,1
1111,412449,1
1111,412490,1
1111,412495,1
1111,413118,1
1111,413880,1
1111,413884,1
1111,415327,2
1111,415508,1
1111,415556,1
1111,415703,1
1111,416718,1
1111,418657,1
1111,418883,1
1111,419100,1
1111,419513,1
1111,419725,1
1111,419945,1
1111,419955,1
1111,420067,1
1111,420068,1
1111,420079,1
1111,420164,1
1111,420784,1
1111,421026,1
1111,421028,1
1111,422200,1
1111,422201,1
1111,425127,1
1111,425663,1
1111,425782,1
1111,426026,1
1111,426494,1
1111,428565,1
1111,429261,1
1111,429269,1
1111,430408,1
1111,430526,1
1111,430935,1
1111,431229,1
1111,431231,1
1111,431258,1
1111,432897,1
1111,432905,1
1111,432927,1
1224,329979,1
1228,337716,1
1243,166738,1
1243,425576,1
1333,116989,1
1333,243728,1
1333,275757,2
1421,413585,1
1421,432280,1
1449,227989,1
1449,237895,1
1449,275577,1
1449,275889,1
1449,275967,1
1449,275973,1
1449,334411,1
1449,337548,1
1449,337575,1
1449,429314,2
1449,435365,1
1449,435392,1
1449,435417,1
1449,435433,1
1449,435434,1
1449,435446,1
1449,436204,1
1449,436248,1
1449,436251,1
1464,371964,1
1464,383884,1
1464,426486,1
1493,283858,1
1493,355327,1
1493,423054,1
1493,423059,1
1493,425565,2
1493,425577,3
1493,427841,1
1550,11543,1
1550,11544,1
1550,11545,1
1550,11546,1
1550,11547,1
1550,11548,1
1550,11549,1
1550,11553,1
1550,13867,1
1550,13870,1
1550,13881,3
1550,13884,1
1550,28092,1
1550,28098,1
1550,47654,1
1550,47664,1
1550,47666,1
1550,65950,1
1550,79056,1
1550,79076,1
1550,79095,1
1550,79096,2
1550,79115,2
1550,79116,1
1550,79117,1
1550,79118,1
1550,79119,2
1550,79124,1
1550,83869,1
1550,83911,1
1550,84736,1
1550,84740,1
1550,84741,1
1550,84751,1
1550,93266,1
1550,93287,1
1550,93300,1
1550,93811,5
1550,93813,6
1550,93814,2
1550,93833,1
1550,93856,1
1550,93857,1
1550,93903,1
1550,115932,1
1550,115949,6
1550,115951,5
1550,115953,5
1550,115954,6
1550,115955,6
1550,115956,5
1550,115957,1
1550,115958,2
1550,131730,1
1550,131737,1
1550,131738,2
1550,131740,1
1550,133575,1
1550,133710,1
1550,150941,2
1550,150946,3
1550,150947,6
1550,150948,5
1550,150952,1
1550,151255,1
1550,156170,1
1550,156186,1
1550,156235,1
1550,156238,1
1550,162734,2
1550,162735,2
1550,162737,1
1550,162747,1
1550,165400,6
1550,165401,4
1550,165404,6
1550,165405,1
1550,165408,4
1550,165409,5
1550,165416,5
1550,165417,1
1550,166140,1
1550,166141,1
1550,175541,2
1550,175542,3
1550,175543,2
1550,175544,1
1550,175545,2
1550,175547,2
1550,175548,1
1550,175549,1
1550,175550,1
1550,175551,2
1550,175552,1
1550,175554,2
1550,175556,1
1550,175557,2
1550,175558,2
1550,175559,1
1550,175877,1
1550,176261,1
1550,190176,3
1550,190182,1
1550,190183,1
1550,191425,2
1550,191427,1
1550,191434,6
1550,195545,1
1550,218267,1
1550,245663,1
1550,257390,3
1550,257393,4
1550,257394,1
1550,257395,3
1550,257398,3
1550,257399,4
1550,257400,1
1550,257401,2
1550,257402,4
1550,257403,3
1550,257405,1
1550,257407,1
1550,257408,3
1550,257409,3
1550,257412,3
1550,257413,2
1550,257414,2
1550,257415,3
1550,257416,4
1550,257417,3
1550,257418,3
1550,257423,1
1550,268174,2
1550,268175,2
1550,268176,3
1550,268181,5
1550,268182,2
1550,282817,1
1550,282818,1
1550,282820,1
1550,282826,1
1550,282828,1
1550,282829,1
1550,282831,4
1550,282833,3
1550,284279,1
1550,284280,1
1550,291273,6
1550,291274,6
1550,291275,6
1550,291276,5
1550,291277,6
1550,291278,6
1550,291279,6
1550,291280,4
1550,291282,3
1550,291283,6
1550,291284,3
1550,291285,6
1550,291286,4
1550,291287,1
1550,291289,2
1550,291290,3
1550,291291,5
1550,291292,3
1550,291293,1
1550,291294,6
1550,291295,6
1550,291296,4
1550,291297,5
1550,291298,4
1550,291302,5
1550,291303,6
1550,291304,6
1550,291305,6
1550,291306,6
1550,291307,6
1550,291308,6
1550,291309,3
1550,291310,5
1550,291311,6
1550,291312,6
1550,291313,6
1550,291314,6
1550,291315,6
1550,291316,6
1550,291317,4
1550,291318,4
1550,291322,1
1550,291329,6
1550,291330,6
1550,291332,1
1550,291333,6
1550,291334,5
1550,291337,6
1550,291338,5
1550,293542,1
1550,294511,5
1550,303416,3
1550,303417,2
1550,303419,1
1550,303420,1
1550,303422,2
1550,303423,2
1550,303424,2
1550,319147,1
1550,319193,2
1550,319252,1
1550,319253,1
1550,319254,1
1550,319255,1
1550,330773,3
1550,330778,1
1550,330779,2
1550,330780,1
1550,330781,4
1550,330783,5
1550,330785,2
1550,335930,1
1550,335931,1
1550,335932,1
1550,335933,1
1550,335945,1
1550,335946,1
1550,335947,1
1550,343474,1
1550,343496,1
1550,357017,1
1550,357018,4
1550,357019,3
1550,357020,5
1550,357021,3
1550,357022,3
1550,357028,2
1550,357029,1
1550,357030,1
1550,357031,2
1550,357032,1
1550,357033,4
1550,357034,1
1550,358294,2
1550,358295,1
1550,358297,1
1550,358298,2
1550,358299,1
1550,358300,2
1550,358301,1
1550,358302,1
1550,358324,1
1550,358325,2
1550,367147,1
1550,367170,1
1550,369976,1
1550,369977,1
1550,369979,1
1550,369983,1
1550,369994,1
1550,369995,1
1550,369996,1
1550,369997,1
1550,369998,1
1550,369999,1
1550,370001,1
1550,370002,1
1550,370003,1
1550,370004,1
1550,370005,1
1550,370013,1
1550,370022,1
1550,370035,1
1550,370045,1
1550,370046,1
1550,370048,1
1550,370049,1
1550,370056,1
1550,370057,1
1550,370058,1
1550,370064,1
1550,372158,1
1550,372167,1
1550,372169,1
1550,372172,1
1550,372174,1
1550,372180,1
1550,372181,1
1550,372190,1
1550,372191,1
1550,372704,1
1550,372705,1
1550,372706,1
1550,372707,1
1550,372708,1
1550,373221,1
1550,374102,1
1550,390581,1
1550,390583,1
1550,390584,1
1550,390585,1
1550,390588,1
1550,390590,1
1550,392492,1
1550,392494,1
1550,392495,1
1550,392496,1
1550,392497,1
1550,392498,1
1550,392499,1
1550,392500,1
1550,392501,1
1550,392502,1
1550,392503,1
1550,392504,1
1550,392505,1
1550,392506,1
1550,392507,1
1550,392508,1
1550,392509,1
1550,392510,1
1550,392511,1
1550,392512,1
1550,392513,1
1550,392514,1
1550,392515,1
1550,392516,1
1550,392517,1
1550,392518,1
1550,392519,1
1550,392520,1
1550,392521,1
1550,392523,1
1550,392524,1
1550,392525,1
1550,392526,1
1550,392527,1
1550,392528,1
1550,392529,1
1550,392530,1
1550,392531,1
1550,392532,1
1550,392534,1
1550,392538,1
1550,392539,1
1550,392541,1
1550,392542,1
1550,392543,1
1550,392544,2
1550,392545,1
1550,392546,2
1550,392547,1
1550,392548,2
1550,392549,1
1550,392550,1
1550,392551,2
1550,392552,1
1550,392553,1
1550,392554,1
1550,392555,1
1550,392556,1
1550,392557,1
1550,392558,2
1550,392559,1
1550,394979,5
1550,394981,2
1550,394982,1
1550,394983,5
1550,394984,5
1550,394985,4
1550,394986,5
1550,394987,2
1550,394988,1
1550,394989,3
1550,394990,2
1550,394991,4
1550,394992,3
1550,394994,2
1550,394995,3
1550,398482,2
1550,398483,2
1550,399230,1
1550,399232,1
1550,399233,1
1550,399234,1
1550,400421,1
1550,405488,1
1550,406524,3
1550,406525,3
1550,406526,3
1550,406527,3
1550,406528,3
1550,406529,3
1550,406530,3
1550,406531,3
1550,406532,3
1550,406533,3
1550,406534,3
1550,406535,3
1550,406536,3
1550,406537,3
1550,406538,3
1550,406539,3
1550,406540,3
1550,406541,3
1550,406542,3
1550,406543,3
1550,406544,3
1550,406545,3
1550,406546,3
1550,406547,3
1550,406548,3
1550,406549,3
1550,406550,3
1550,409028,1
1550,409040,1
1550,414047,1
1550,414054,2
1550,414055,1
1550,414056,1
1550,414058,1
1550,414062,1
1550,414064,1
1550,415482,1
1550,415483,1
1550,415486,1
1550,415490,1
1550,415491,1
1550,415492,1
1550,415493,1
1550,415494,1
1550,415495,1
1550,415496,1
1550,415497,1
1550,415498,1
1550,415499,1
1550,415500,1
1550,415501,1
1550,415502,1
1550,415503,1
1550,415504,1
1550,418696,1
1550,418708,1
1550,418866,1
1550,425533,1
1550,425534,1
1550,425535,1
1550,425536,1
1550,425537,1
1550,425538,1
1550,425539,1
1550,425540,1
1550,425541,1
1550,425542,1
1550,425543,1
1550,425544,1
1550,425545,1
1550,425546,1
1550,425547,1
1550,425548,1
1550,425549,1
1550,425550,1
1550,425551,1
1550,425552,1
1550,425553,1
1550,425554,1
1550,425555,1
1550,425556,1
1550,425557,1
1550,425558,1
1550,425559,1
1550,425560,1
1550,425561,1
1550,425562,1
1550,425563,1
1550,425564,1
1550,429876,5
1550,429877,5
1550,429878,5
1550,429879,5
1550,429880,1
1550,429881,5
1550,429882,5
1550,429883,5
1550,429884,4
1550,429885,4
1550,429886,4
1550,429887,5
1550,429889,5
1550,429890,5
1550,434284,1
1550,434295,1
1592,407554,1
1592,425643,1
1592,425644,1
1592,427035,1
1592,427042,1
1592,428494,1
1592,428504,1
1592,428536,1
1614,79075,1
1614,419952,1
1614,420261,1
1614,429237,1
1614,429238,1
1614,431491,1
1614,431505,1
1614,431509,1
1641,429495,1
1646,117857,1
1646,276323,1
1678,132260,1
1678,149020,1
1678,253557,1
1678,253560,1
1678,314412,1
1678,314421,1
1678,357808,1
1678,398896,1
1678,415590,1
1678,428569,1
1678,434293,1
1691,219701,1
1691,254015,1
1691,357653,1
1691,426869,1
1691,428687,1
1691,428693,1
1691,428705,1
1693,193426,1
1693,426808,1
1693,429190,1
1693,429482,1
1695,372175,1
1707,430802,1
1707,430827,1
1747,242864,1
1747,343500,1
1747,410265,1
1747,411217,1
1804,329967,1
1804,369477,1
1807,101872,1
1807,201799,1
1807,201800,1
1807,224824,1
1807,224852,1
1807,264629,1
1807,374050,1
1807,430028,1
1807,430040,1
1807,431478,1
1807,434436,1
1808,329947,1
1808,329958,1
1808,329979,1
1814,277790,1
1814,397343,1
1814,404557,1
1814,417053,1
1814,427893,1
1814,430170,1
1963,50711,1
1963,251556,1
1963,291437,1
1963,334302,1
1963,376997,1
1963,410492,1
1963,410499,1
1971,345386,1
1971,358478,1
1971,420070,1
1971,426479,1
2026,329955,1
2026,431570,1
2029,101919,1
2029,219193,1
2029,242857,1
2029,258124,1
2029,283858,1
2029,284272,1
2029,298260,1
2029,332492,1
2029,332503,1
2029,383580,1
2029,402607,1
2029,402626,1
2029,411426,1
2029,412840,1
2029,413877,1
2029,413883,1
2029,413884,1
2029,413888,1
2029,420303,1
2029,432615,1
2029,432628,1
2029,433549,1
2029,433550,1
2045,126148,1
2045,126151,1
2045,236327,1
2045,367504,1
2045,391158,1
2045,402793,1
2045,411426,1
2045,435408,1
2045,435415,1
2045,435433,1
2059,66675,1
2059,100293,1
2059,207237,1
2059,323879,1
2059,323880,1
2059,429749,1
2066,422571,1
2066,429510,1
2072,223433,1
2074,427248,1
2074,427258,1
2074,428493,1
2074,428496,1
2088,67306,2
2088,183939,1
2088,210579,1
2088,421039,1
2103,144223,1
2103,154751,1
2103,314641,1
2103,338019,1
2103,415682,1
2103,419039,1
2103,433820,1
2103,434417,1
2170,315753,1
2170,409930,1
2250,71749,1
2250,241366,1
2250,321065,1
2250,321069,1
2250,321080,1
2250,321095,1
2250,321099,1
2250,321105,1
2250,436197,1
2250,436200,1
2250,436208,1
2250,436235,1
2250,436278,1
2263,275789,1
2263,275926,1
2263,283891,1
2263,396983,1
2263,396996,1
2263,397002,1
2263,397004,1
2263,397005,1
2263,428356,1
2263,429766,1
2376,256891,3
2380,401346,1
2380,420079,1
2461,384290,1
2461,429608,1
2461,435379,1
2461,435436,1
2466,151236,1
2466,192209,1
2466,210591,1
2466,245635,1
2466,260459,1
2466,260469,1
2466,260476,1
2466,260478,1
2466,305818,1
2466,336568,1
2466,336572,1
2466,336583,1
2466,400430,1
2466,400460,1
2466,422228,1
2466,422234,1
2466,422252,1
2466,422255,1
2466,422256,1
2466,422257,1
2466,422259,1
2466,422260,1
2466,422265,1
2466,422283,1
2466,422288,1
2466,422290,1
2466,422295,1
2466,431194,1
2466,431243,1
2466,432244,1
2466,432280,1
2466,432898,1
2466,432899,1
2466,432900,1
2466,432937,1
2466,432950,1
2466,433533,1
2466,433540,1
2466,433542,1
2609,343188,1
2609,384330,1
2609,420259,1
2609,431554,1
2634,346084,2
2634,415708,2
2675,155203,1
2675,236330,1
2675,275750,1
2675,408735,1
2675,425673,1
2675,433038,1
2675,436165,1
2675,436173,1
2675,436175,1
2675,436182,1
2675,436234,1
2675,436236,1
2675,436267,1
2675,436269,1
2770,367462,1
2770,367464,1
2773,231177,1
2773,276322,1
2773,276324,1
2773,288770,1
2823,275789,1
2823,434215,1
2828,242885,1
2845,149128,1
2868,192151,1
2868,199735,1
2868,254847,1
2868,335244,1
2868,343485,1
2868,367152,1
2868,407880,1
2868,407941,1
2868,426486,1
2868,428558,1
2947,428207,1
2947,428223,1
2947,428667,1
2973,225064,1
2973,427578,2
2973,427908,1
2973,433582,1
2977,349343,1
3014,176646,1
3101,393361,1
3101,396878,1
3129,80654,1
3129,91172,1
3129,141556,1
3129,275740,1
3129,275741,1
3129,275860,1
3129,275861,1
3129,275906,1
3129,275918,1
3129,276007,1
3129,302713,1
3129,426492,1
3129,427607,1
3129,430372,1
3129,431611,1
3129,434670,1
3142,431510,1
3247,429506,1
3282,435370,1
3295,183944,1
3295,308801,1
3295,320280,1
3295,320283,1
3295,406341,1
3295,427038,1
3300,276508,1
3374,261506,1
